label,conyuemp,segmento,indrel_1mes,indfall,indrel,sexo,tipodom,ind_empleado,canal_entrada,indext,ind_actividad_cliente,indresi,pais_residencia,ind_nuevo,tiprel_1mes,age,antiguedad,renta,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
19,0,2,1,2,0,0,1,1,5,2,1,2,21,0,2,0.3143,0.1953,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,2,1,2,0,0,1,1,5,2,1,2,21,0,2,0.3143,0.1953,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.3,0.1953,0.171103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.3,0.1953,0.171103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.3,0.1953,0.171103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.3,0.1953,0.171103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3571,0.1953,0.046024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.1953,0.086625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.1953,0.086625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,5,2,0,1,0,0,1,0.2429,0.2031,0.099867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3429,0.2031,0.108532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,0,1,1,4,2,1,1,0,0,2,0.0571,0.2031,0.045579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,1,2,0,0,1,1,4,2,1,1,0,0,2,0.0571,0.2031,0.045579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,1,2,0,0,1,1,4,2,1,1,0,0,2,0.0571,0.2031,0.045579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,1,1,1,4,2,1,1,0,0,1,0.3,0.207,0.062095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,0,1,0,0,1,0.2571,0.2031,0.043778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2031,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2031,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2857,0.2031,0.057827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2857,0.2031,0.057827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3143,0.2031,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3143,0.2031,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3143,0.2031,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,5,2,0,1,0,0,2,0.1714,0.1484,0.060181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,2,0,0,1,1,5,2,0,1,0,0,2,0.1714,0.1484,0.060181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,0,1,0,0,1,0.2714,0.1992,0.097805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,8,2,1,1,0,0,2,0.2143,0.2031,0.041974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,8,2,1,1,0,0,2,0.2143,0.2031,0.041974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,0,0,1,1,5,2,1,1,0,0,2,0.5429,0.2031,0.073024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,1,2,0,0,1,1,5,2,1,1,0,0,2,0.5429,0.2031,0.073024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,2,1,2,0,0,1,1,5,2,1,1,0,0,2,0.5429,0.2031,0.073024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.5857,0.2031,0.079649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.5857,0.2031,0.079649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.5857,0.2031,0.079649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.5857,0.2031,0.079649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.5857,0.2031,0.079649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.5857,0.2031,0.079649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,1,1,1,1,2,0,1,0,0,1,0.1143,0.1875,0.142038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,0,1,1,1,2,0,1,0,0,1,0.0857,0.1875,0.048401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,0,1,1,1,2,0,1,0,0,1,0.0571,0.1875,0.017552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,1,1,1,1,2,1,1,0,0,2,0.0571,0.1875,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2429,0.1875,0.09115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2429,0.1875,0.09115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2429,0.1875,0.09115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2429,0.1875,0.09115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2429,0.1875,0.09115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2429,0.1875,0.09115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.2286,0.1875,0.081054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.2286,0.1875,0.081054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.2286,0.1875,0.081054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.2286,0.1875,0.081054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,2,0,1,1,1,2,2,1,1,0,0,2,0.0571,0.1875,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,1,1,1,2,2,1,1,0,0,2,0.2286,0.1875,0.032898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,0,1,1,1,2,1,1,0,0,2,0.0571,0.1875,0.062205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,1,1,1,1,2,1,1,0,0,2,0.0571,0.1875,0.035545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,2,0,0,1,1,1,2,0,1,0,0,1,0.1,0.1875,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,1,1,1,1,2,0,1,0,0,1,0.0714,0.1875,0.027942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.1857,0.1914,0.047152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.1857,0.1914,0.047152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.1857,0.1914,0.047152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.1857,0.1914,0.047152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,1,1,1,2,2,0,1,0,0,1,0.2,0.1875,0.032627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.3429,0.1875,0.109369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,0,1,1,2,2,0,1,0,0,1,0.0857,0.1875,0.098114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,1,1,1,1,2,1,1,0,0,2,0.0571,0.1875,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,0,1,0,0,1,0.3429,0.1875,0.027792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,0,1,0,0,1,0.7429,0.1914,0.082138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3571,0.1914,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3571,0.1914,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,2,0,0,1,1,2,2,1,1,0,0,2,0.0571,0.1914,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1,1,2,0,0,1,1,2,2,1,1,0,0,2,0.0571,0.1914,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,1,1,2,0,0,1,1,2,2,1,1,0,0,2,0.0571,0.1914,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,1,2,0,0,1,1,2,2,1,1,0,0,2,0.0571,0.1914,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,1,1,1,31,2,0,1,0,0,1,0.4286,0.2227,0.04812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,2,0,1,1,1,5,2,1,1,0,0,2,0.1,0.2227,0.349933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,1,2,0,1,1,1,5,2,1,1,0,0,2,0.1,0.2227,0.349933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1,1,2,0,1,1,1,5,2,1,1,0,0,2,0.1,0.2227,0.349933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,1,1,2,0,1,1,1,5,2,1,1,0,0,2,0.1,0.2227,0.349933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,1,2,0,1,1,1,5,2,1,1,0,0,2,0.1,0.2227,0.349933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.4857,0.2227,0.055254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.4857,0.2227,0.055254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,3,2,1,1,0,0,2,0.6143,0.2227,0.017461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.2571,0.2227,0.198286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.2571,0.2227,0.198286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.2571,0.2227,0.198286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.2571,0.2227,0.198286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,7,2,1,1,0,0,1,0.3857,0.2266,0.061565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,7,2,1,1,0,0,1,0.3857,0.2266,0.061565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,0,1,1,31,2,1,1,0,0,2,0.1,0.2266,0.071267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,31,2,1,1,0,0,2,0.1,0.2266,0.071267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,0,1,1,31,2,1,1,0,0,2,0.1,0.2266,0.071267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,9,2,0,1,0,0,1,0.3429,0.2227,0.038895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,3,2,0,1,0,0,1,0.6286,0.2227,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.4429,0.2227,0.067962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.4429,0.2227,0.067962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.4429,0.2227,0.067962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,1,1,2,9,0,2,0.5286,0.1719,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,0,1,1,4,1,1,2,9,0,2,0.5286,0.1719,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,28,2,0,1,0,0,1,0.2,0.2227,0.067334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2227,0.092473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2227,0.092473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2227,0.092473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2227,0.092473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2227,0.092473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2714,0.2227,0.092473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,28,2,0,1,0,0,1,0.2286,0.2227,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,2,1,2,0,0,1,1,4,2,1,1,0,0,2,0.3143,0.2227,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2143,0.0625,0.068962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2857,0.2305,0.356507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2857,0.2305,0.356507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2857,0.2305,0.356507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.4714,0.2305,0.077436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,2,0,0,1,1,5,2,1,1,0,0,2,0.4714,0.2305,0.077436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,7,2,1,1,0,0,2,0.6143,0.2305,0.065162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,7,2,1,1,0,0,2,0.6143,0.2305,0.065162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,2,0,1,1,1,3,2,1,1,0,0,2,0.0,0.2305,0.108961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,3,2,0,1,0,0,1,0.5286,0.2305,0.137753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.2143,0.2305,0.04015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,1,1,1,41,2,0,1,0,0,1,0.5143,0.2266,0.047875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,1,1,1,41,2,0,1,0,0,1,0.5143,0.2266,0.047875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,1,1,1,3,2,1,1,0,0,1,0.7143,0.2188,0.209884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,27,2,1,1,0,0,2,0.3429,0.2266,0.056429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,27,2,1,1,0,0,2,0.3429,0.2266,0.056429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,2,0,0,1,1,27,2,1,1,0,0,2,0.3429,0.2266,0.056429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2571,0.2266,0.083481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2571,0.2266,0.083481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,2,1,2,0,1,1,1,4,2,1,1,0,0,2,0.2571,0.2266,0.083481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,2,1,2,0,0,1,1,4,2,1,1,0,0,2,0.4571,0.2266,0.05183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,1,1,1,32,2,1,1,0,0,2,0.1857,0.2266,0.115186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,2,0,1,1,1,32,2,1,1,0,0,2,0.1857,0.2266,0.115186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,2,0,1,1,1,32,2,1,1,0,0,2,0.1857,0.2266,0.115186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,2,0,1,1,1,32,2,1,1,0,0,2,0.1857,0.2266,0.115186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,1,2,0,1,1,1,32,2,1,1,0,0,2,0.1857,0.2266,0.115186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,1,2,0,1,1,1,32,2,1,1,0,0,2,0.1857,0.2266,0.115186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,0,1,1,1,1,0,1,0,0,1,0.1571,0.168,0.115515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.9286,0.2266,0.02998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.9286,0.2266,0.02998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,1,2,0,0,1,1,4,2,1,1,0,0,2,0.9286,0.2266,0.02998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,2,0,0,1,1,4,2,0,1,0,0,2,0.4143,0.2305,0.09189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,2,0,0,1,1,4,2,0,1,0,0,2,0.4143,0.2305,0.09189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,2,0,1,1,1,25,2,1,1,0,0,2,0.2571,0.2266,0.065072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,1,2,0,1,1,1,25,2,1,1,0,0,2,0.2571,0.2266,0.065072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,2,0,1,1,1,25,2,1,1,0,0,2,0.2571,0.2266,0.065072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
